4048626,en,NA,"North America",US,"United States",KY,Kentucky,,,Kimper,564,America/New_York
4048662,en,NA,"North America",US,"United States",KY,Kentucky,,,Paducah,632,America/Chicago
4048790,en,NA,"North America",US,"United States",LA,Louisiana,,,Donner,622,America/Chicago
4048920,en,NA,"North America",US,"United States",LA,Louisiana,,,Sun,622,America/Chicago
4049032,en,NA,"North America",US,"United States",MD,Maryland,,,Jessup,512,America/New_York
4049048,en,NA,"North America",US,"United States",MD,Maryland,,,Marion,576,America/New_York
4049086,en,NA,"North America",US,"United States",MD,Maryland,,,Woodbine,512,America/New_York
4049120,en,NA,"North America",US,"United States",MO,Missouri,,,Amoret,616,America/Chicago
4049342,en,NA,"North America",US,"United States",MO,Missouri,,,Tunas,603,America/Chicago
4049510,en,NA,"North America",US,"United States",MS,Mississippi,,,Pinola,718,America/Chicago
4049714,en,NA,"North America",US,"United States",NC,"North Carolina",,,Faith,517,America/New_York
4049858,en,NA,"North America",US,"United States",NC,"North Carolina",,,Polkville,517,America/New_York
4049908,en,NA,"North America",US,"United States",NC,"North Carolina",,,Vass,560,America/New_York
4049958,en,NA,"North America",US,"United States",NC,"North Carolina",,,Woodleaf,518,America/New_York
4049979,en,NA,"North America",US,"United States",AL,Alabama,,,Birmingham,630,America/Chicago
4050068,en,NA,"North America",US,"United States",OH,Ohio,,,Racine,564,America/New_York
4050296,en,NA,"North America",US,"United States",OK,Oklahoma,,,Watts,671,America/Chicago
4050308,en,NA,"North America",US,"United States",SC,"South Carolina",,,Martin,546,America/New_York
4050356,en,NA,"North America",US,"United States",SC,"South Carolina",,,Lugoff,546,America/New_York
4050552,en,NA,"North America",US,"United States",TN,Tennessee,,,Cordova,640,America/Chicago
4050655,en,NA,"North America",US,"United States",AL,Alabama,,,Blountsville,630,America/Chicago
4050676,en,NA,"North America",US,"United States",TN,Tennessee,,,"Kyles Ford",557,America/New_York
4050880,en,NA,"North America",US,"United States",TX,Texas,,,Buda,635,America/Chicago
4050916,en,NA,"North America",US,"United States",TX,Texas,,,Beasley,618,America/Chicago
4051059,en,NA,"North America",US,"United States",AL,Alabama,,,Boaz,691,America/Chicago
4051184,en,NA,"North America",US,"United States",AL,Alabama,,,Boligee,630,America/Chicago
4051645,en,NA,"North America",US,"United States",AL,Alabama,,,Bremen,630,America/Chicago
4051669,en,NA,"North America",US,"United States",AL,Alabama,,,Brent,630,America/Chicago
4051714,en,NA,"North America",US,"United States",AL,Alabama,,,Brewton,686,America/Chicago
4051774,en,NA,"North America",US,"United States",AL,Alabama,,,Bridgeport,575,America/Chicago
4051798,en,NA,"North America",US,"United States",AL,Alabama,,,Brierfield,630,America/Chicago
4051827,en,NA,"North America",US,"United States",AL,Alabama,,,Brilliant,630,America/Chicago
4051971,en,NA,"North America",US,"United States",AL,Alabama,,,Brookwood,630,America/Chicago
4052129,en,NA,"North America",US,"United States",AL,Alabama,,,Brownsboro,691,America/Chicago
4052177,en,NA,"North America",US,"United States",AL,Alabama,,,Brundidge,698,America/Chicago
4052261,en,NA,"North America",US,"United States",AL,Alabama,,,Bryant,575,America/Chicago
4052726,en,NA,"North America",US,"United States",AL,Alabama,,,Butler,711,America/Chicago
4052824,en,NA,"North America",US,"United States",AL,Alabama,,,Bynum,630,America/Chicago
4053050,en,NA,"North America",US,"United States",AL,Alabama,,,Calera,630,America/Chicago
4053172,en,NA,"North America",US,"United States",AL,Alabama,,,Calvert,686,America/Chicago
4053200,en,NA,"North America",US,"United States",AL,Alabama,,,Camden,698,America/Chicago
4053671,en,NA,"North America",US,"United States",AL,Alabama,,,"Carbon Hill",630,America/Chicago
4053823,en,NA,"North America",US,"United States",AL,Alabama,,,Carrollton,630,America/Chicago
4053940,en,NA,"North America",US,"United States",AL,Alabama,,,Castleberry,686,America/Chicago
4053980,en,NA,"North America",US,"United States",AL,Alabama,,,Catherine,698,America/Chicago
4054073,en,NA,"North America",US,"United States",AL,Alabama,,,"Cedar Bluff",630,America/Chicago
4054555,en,NA,"North America",US,"United States",AL,Alabama,,,Centre,630,America/Chicago
4054566,en,NA,"North America",US,"United States",AL,Alabama,,,Centreville,630,America/Chicago
4054650,en,NA,"North America",US,"United States",AL,Alabama,,,Chancellor,606,America/Chicago
4054818,en,NA,"North America",US,"United States",AL,Alabama,,,Chatom,686,America/Chicago
4054852,en,NA,"North America",US,"United States",AL,Alabama,,,Chelsea,630,America/Chicago
4054866,en,NA,"North America",US,"United States",AL,Alabama,,,Cherokee,691,America/Chicago
4055045,en,NA,"North America",US,"United States",AL,Alabama,,,Childersburg,630,America/Chicago
4055294,en,NA,"North America",US,"United States",AL,Alabama,,,Chunchula,686,America/Chicago
4055535,en,NA,"North America",US,"United States",AL,Alabama,,,Citronelle,686,America/Chicago
4055577,en,NA,"North America",US,"United States",AL,Alabama,,,Clanton,630,America/Chicago
4055696,en,NA,"North America",US,"United States",AL,Alabama,,,Clayton,522,America/Chicago
4055815,en,NA,"North America",US,"United States",AL,Alabama,,,Cleveland,630,America/Chicago
4055889,en,NA,"North America",US,"United States",AL,Alabama,,,Clopton,606,America/Chicago
4056087,en,NA,"North America",US,"United States",AL,Alabama,,,Coden,686,America/Chicago
4056114,en,NA,"North America",US,"United States",AL,Alabama,,,"Coffee Springs",606,America/Chicago
4056154,en,NA,"North America",US,"United States",AL,Alabama,,,Coker,630,America/Chicago
4056381,en,NA,"North America",US,"United States",AL,Alabama,,,Collinsville,630,America/Chicago
4056427,en,NA,"North America",US,"United States",AL,Alabama,,,Columbiana,630,America/Chicago
4056920,en,NA,"North America",US,"United States",AL,Alabama,,,Cordova,630,America/Chicago
4057119,en,NA,"North America",US,"United States",AL,Alabama,,,Cottondale,630,America/Chicago
4057139,en,NA,"North America",US,"United States",AL,Alabama,,,Cottonwood,606,America/Chicago
4057261,en,NA,"North America",US,"United States",AL,Alabama,,,Courtland,691,America/Chicago
4057443,en,NA,"North America",US,"United States",AL,Alabama,,,"Crane Hill",630,America/Chicago
4057531,en,NA,"North America",US,"United States",AL,Alabama,,,Creola,686,America/Chicago
4057657,en,NA,"North America",US,"United States",AL,Alabama,,,Cropwell,630,America/Chicago
4057731,en,NA,"North America",US,"United States",AL,Alabama,,,Crossville,691,America/Chicago
4057835,en,NA,"North America",US,"United States",AL,Alabama,,,Cullman,630,America/Chicago
4057961,en,NA,"North America",US,"United States",AL,Alabama,,,Cusseta,522,America/Chicago
4058027,en,NA,"North America",US,"United States",AL,Alabama,,,Dadeville,698,America/Chicago
4058061,en,NA,"North America",US,"United States",AL,Alabama,,,Daleville,606,America/Chicago
4058198,en,NA,"North America",US,"United States",AL,Alabama,,,Danville,691,America/Chicago
4058219,en,NA,"North America",US,"United States",AL,Alabama,,,Daphne,686,America/Chicago
4058262,en,NA,"North America",US,"United States",AL,Alabama,,,"Dauphin Island",686,America/Chicago
4058417,en,NA,"North America",US,"United States",AL,Alabama,,,Daviston,630,America/Chicago
4058434,en,NA,"North America",US,"United States",AL,Alabama,,,Dawson,630,America/Chicago
4058543,en,NA,"North America",US,"United States",AL,Alabama,,,Deatsville,698,America/Chicago
4058553,en,NA,"North America",US,"United States",AL,Alabama,,,Decatur,691,America/Chicago
4058662,en,NA,"North America",US,"United States",AL,Alabama,,,Demopolis,698,America/Chicago
4058899,en,NA,"North America",US,"United States",AL,Alabama,,,"Dixons Mills",698,America/Chicago
4058922,en,NA,"North America",US,"United States",AL,Alabama,,,Docena,630,America/Chicago
4059026,en,NA,"North America",US,"United States",AL,Alabama,,,Dolomite,630,America/Chicago
4059070,en,NA,"North America",US,"United States",AL,Alabama,,,Dora,630,America/Chicago
4059102,en,NA,"North America",US,"United States",AL,Alabama,,,Dothan,606,America/Chicago
4059162,en,NA,"North America",US,"United States",AL,Alabama,,,"Double Springs",630,America/Chicago
4059229,en,NA,"North America",US,"United States",AL,Alabama,,,Dozier,698,America/Chicago
4059618,en,NA,"North America",US,"United States",AL,Alabama,,,Duncanville,630,America/Chicago
4059701,en,NA,"North America",US,"United States",AL,Alabama,,,Dutton,630,America/Chicago
4059990,en,NA,"North America",US,"United States",AL,Alabama,,,Eastaboga,630,America/Chicago
4060176,en,NA,"North America",US,"United States",AL,Alabama,,,Eclectic,698,America/Chicago
4060320,en,NA,"North America",US,"United States",AL,Alabama,,,"Eight Mile",686,America/Chicago
4060381,en,NA,"North America",US,"United States",AL,Alabama,,,Elberta,686,America/Chicago
4060461,en,NA,"North America",US,"United States",AL,Alabama,,,Elkmont,691,America/Chicago
4060685,en,NA,"North America",US,"United States",AL,Alabama,,,Empire,630,America/Chicago
4060791,en,NA,"North America",US,"United States",AL,Alabama,,,Enterprise,606,America/Chicago
4060819,en,NA,"North America",US,"United States",AL,Alabama,,,Epes,711,America/Chicago
4060847,en,NA,"North America",US,"United States",AL,Alabama,,,Equality,698,America/Chicago
4060921,en,NA,"North America",US,"United States",AL,Alabama,,,Estillfork,691,America/Chicago
4060927,en,NA,"North America",US,"United States",AL,Alabama,,,Ethelsville,673,America/Chicago
4060954,en,NA,"North America",US,"United States",AL,Alabama,,,Eufaula,522,America/Chicago
4060991,en,NA,"North America",US,"United States",AL,Alabama,,,Eutaw,630,America/Chicago
4060998,en,NA,"North America",US,"United States",AL,Alabama,,,Eva,630,America/Chicago
4061064,en,NA,"North America",US,"United States",AL,Alabama,,,Evergreen,686,America/Chicago
4061113,en,NA,"North America",US,"United States",AL,Alabama,,,Excel,686,America/Chicago
4061165,en,NA,"North America",US,"United States",AL,Alabama,,,Fackler,575,America/Chicago
4061206,en,NA,"North America",US,"United States",AL,Alabama,,,Fairfield,630,America/Chicago
4061234,en,NA,"North America",US,"United States",AL,Alabama,,,Fairhope,686,America/Chicago
4061466,en,NA,"North America",US,"United States",AL,Alabama,,,Falkville,691,America/Chicago
4061586,en,NA,"North America",US,"United States",AL,Alabama,,,Fayette,630,America/Chicago
4062297,en,NA,"North America",US,"United States",AL,Alabama,,,Fitzpatrick,698,America/Chicago
4062312,en,NA,"North America",US,"United States",AL,Alabama,,,"Five Points",522,America/Chicago
4062424,en,NA,"North America",US,"United States",AL,Alabama,,,"Flat Rock",575,America/Chicago
4062568,en,NA,"North America",US,"United States",AL,Alabama,,,Florala,656,America/Chicago
4062577,en,NA,"North America",US,"United States",AL,Alabama,,,Florence,691,America/Chicago
4062595,en,NA,"North America",US,"United States",AL,Alabama,,,Flomaton,686,America/Chicago
4062644,en,NA,"North America",US,"United States",AL,Alabama,,,Foley,686,America/Chicago
4062746,en,NA,"North America",US,"United States",AL,Alabama,,,"Forest Home",698,America/Chicago
4062791,en,NA,"North America",US,"United States",AL,Alabama,,,Forkland,630,America/Chicago
4062824,en,NA,"North America",US,"United States",AL,Alabama,,,"Fort Deposit",698,America/Chicago
4062852,en,NA,"North America",US,"United States",AL,Alabama,,,"Fort Mitchell",522,America/Chicago
4062861,en,NA,"North America",US,"United States",AL,Alabama,,,"Fort Payne",691,America/Chicago
4062934,en,NA,"North America",US,"United States",AL,Alabama,,,Fosters,630,America/Chicago
4063119,en,NA,"North America",US,"United States",AL,Alabama,,,Franklin,686,America/Chicago
4063475,en,NA,"North America",US,"United States",AL,Alabama,,,"Frisco City",686,America/Chicago
4063533,en,NA,"North America",US,"United States",AL,Alabama,,,Fruitdale,686,America/Chicago
4063555,en,NA,"North America",US,"United States",AL,Alabama,,,Fulton,686,America/Chicago
4063570,en,NA,"North America",US,"United States",AL,Alabama,,,Fultondale,630,America/Chicago
4063613,en,NA,"North America",US,"United States",AL,Alabama,,,Fyffe,630,America/Chicago
4063619,en,NA,"North America",US,"United States",AL,Alabama,,,Gadsden,630,America/Chicago
4063647,en,NA,"North America",US,"United States",AL,Alabama,,,Gainestown,686,America/Chicago
4063695,en,NA,"North America",US,"United States",AL,Alabama,,,Gallion,630,America/Chicago
4063765,en,NA,"North America",US,"United States",AL,Alabama,,,Gardendale,630,America/Chicago
4063902,en,NA,"North America",US,"United States",AL,Alabama,,,Gaylesville,524,America/Chicago
4063926,en,NA,"North America",US,"United States",AL,Alabama,,,Geneva,606,America/Chicago
4064006,en,NA,"North America",US,"United States",AL,Alabama,,,Georgiana,698,America/Chicago
4064020,en,NA,"North America",US,"United States",AL,Alabama,,,Geraldine,630,America/Chicago
4064105,en,NA,"North America",US,"United States",AL,Alabama,,,Gilbertown,711,America/Chicago
4064354,en,NA,"North America",US,"United States",AL,Alabama,,,Glenwood,698,America/Chicago
4064598,en,NA,"North America",US,"United States",AL,Alabama,,,Goodwater,698,America/Chicago
4064664,en,NA,"North America",US,"United States",AL,Alabama,,,Gordo,630,America/Chicago
4064671,en,NA,"North America",US,"United States",AL,Alabama,,,Gordon,606,America/Chicago
4064706,en,NA,"North America",US,"United States",AL,Alabama,,,Goshen,698,America/Chicago
4064808,en,NA,"North America",US,"United States",AL,Alabama,,,Grady,698,America/Chicago
4064840,en,NA,"North America",US,"United States",AL,Alabama,,,"Grand Bay",686,America/Chicago
4064871,en,NA,"North America",US,"United States",AL,Alabama,,,Grant,691,America/Chicago
4065034,en,NA,"North America",US,"United States",AL,Alabama,,,Graysville,630,America/Chicago
4065282,en,NA,"North America",US,"United States",AL,Alabama,,,Greensboro,630,America/Chicago
4065302,en,NA,"North America",US,"United States",AL,Alabama,,,Greenville,698,America/Chicago
4065475,en,NA,"North America",US,"United States",AL,Alabama,,,"Grove Hill",686,America/Chicago
4065495,en,NA,"North America",US,"United States",AL,Alabama,,,"Grove Oak",630,America/Chicago
4065524,en,NA,"North America",US,"United States",AL,Alabama,,,Guin,630,America/Chicago
4065552,en,NA,"North America",US,"United States",AL,Alabama,,,"Gulf Shores",686,America/Chicago
4065649,en,NA,"North America",US,"United States",AL,Alabama,,,Guntersville,691,America/Chicago
4065665,en,NA,"North America",US,"United States",AL,Alabama,,,Gurley,691,America/Chicago
4065830,en,NA,"North America",US,"United States",AL,Alabama,,,Haleyville,630,America/Chicago
4065965,en,NA,"North America",US,"United States",AL,Alabama,,,Hamilton,630,America/Chicago
4066065,en,NA,"North America",US,"United States",AL,Alabama,,,Hanceville,630,America/Chicago
4066335,en,NA,"North America",US,"United States",AL,Alabama,,,Harpersville,630,America/Chicago
4066437,en,NA,"North America",US,"United States",AL,Alabama,,,Hartford,606,America/Chicago
4066449,en,NA,"North America",US,"United States",AL,Alabama,,,Hartselle,691,America/Chicago
4066463,en,NA,"North America",US,"United States",AL,Alabama,,,Harvest,691,America/Chicago
4066613,en,NA,"North America",US,"United States",AL,Alabama,,,Hayden,630,America/Chicago
4066661,en,NA,"North America",US,"United States",AL,Alabama,,,Hayneville,698,America/Chicago
4066686,en,NA,"North America",US,"United States",AL,Alabama,,,"Hazel Green",691,America/Chicago
4066716,en,NA,"North America",US,"United States",AL,Alabama,,,Headland,606,America/Chicago
4066793,en,NA,"North America",US,"United States",AL,Alabama,,,Heflin,524,America/Chicago
4066811,en,NA,"North America",US,"United States",AL,Alabama,,,Helena,630,America/Chicago
4066844,en,NA,"North America",US,"United States",AL,Alabama,,,Henagar,575,America/Chicago
4067127,en,NA,"North America",US,"United States",AL,Alabama,,,Higdon,575,America/Chicago
4067240,en,NA,"North America",US,"United States",AL,Alabama,,,"Highland Home",698,America/Chicago
4067784,en,NA,"North America",US,"United States",AL,Alabama,,,"Holly Pond",630,America/Chicago
4067814,en,NA,"North America",US,"United States",AL,Alabama,,,Hollywood,575,America/Chicago
4068012,en,NA,"North America",US,"United States",AL,Alabama,,,"Hope Hull",698,America/Chicago
4068226,en,NA,"North America",US,"United States",AL,Alabama,,,Horton,630,America/Chicago
4068284,en,NA,"North America",US,"United States",AL,Alabama,,,Houston,630,America/Chicago
4068590,en,NA,"North America",US,"United States",AL,Alabama,,,Huntsville,691,America/Chicago
4068707,en,NA,"North America",US,"United States",AL,Alabama,,,Hurtsboro,522,America/Chicago
4068778,en,NA,"North America",US,"United States",AL,Alabama,,,Ider,691,America/Chicago
4069260,en,NA,"North America",US,"United States",AL,Alabama,,,Irvington,686,America/Chicago
4069413,en,NA,"North America",US,"United States",AL,Alabama,,,Jack,606,America/Chicago
4069458,en,NA,"North America",US,"United States",AL,Alabama,,,Jackson,686,America/Chicago
4069545,en,NA,"North America",US,"United States",AL,Alabama,,,"Jacksons Gap",698,America/Chicago
4069553,en,NA,"North America",US,"United States",AL,Alabama,,,Jacksonville,630,America/Chicago
4069659,en,NA,"North America",US,"United States",AL,Alabama,,,Jasper,630,America/Chicago
4069722,en,NA,"North America",US,"United States",AL,Alabama,,,Jemison,630,America/Chicago
4070318,en,NA,"North America",US,"United States",AL,Alabama,,,Joppa,630,America/Chicago
4070603,en,NA,"North America",US,"United States",AL,Alabama,,,Kellyton,698,America/Chicago
4070649,en,NA,"North America",US,"United States",AL,Alabama,,,Kennedy,673,America/Chicago
4070786,en,NA,"North America",US,"United States",AL,Alabama,,,Killen,691,America/Chicago
4070806,en,NA,"North America",US,"United States",AL,Alabama,,,Kimberly,630,America/Chicago
4071000,en,NA,"North America",US,"United States",AL,Alabama,,,Kinston,606,America/Chicago
4071231,en,NA,"North America",US,"United States",AL,Alabama,,,"Laceys Spring",691,America/Chicago
4071267,en,NA,"North America",US,"United States",AL,Alabama,,,Lafayette,522,America/Chicago
4071763,en,NA,"North America",US,"United States",AL,Alabama,,,Lanett,522,America/Chicago
4071837,en,NA,"North America",US,"United States",AL,Alabama,,,Lapine,698,America/Chicago
4072130,en,NA,"North America",US,"United States",AL,Alabama,,,Leeds,630,America/Chicago
4072156,en,NA,"North America",US,"United States",AL,Alabama,,,Leesburg,630,America/Chicago
4072183,en,NA,"North America",US,"United States",AL,Alabama,,,Leighton,691,America/Chicago
4072240,en,NA,"North America",US,"United States",AL,Alabama,,,Leroy,686,America/Chicago
4072262,en,NA,"North America",US,"United States",AL,Alabama,,,Letohatchee,698,America/Chicago
4072339,en,NA,"North America",US,"United States",AL,Alabama,,,Lexington,691,America/Chicago
4072630,en,NA,"North America",US,"United States",AL,Alabama,,,Lillian,686,America/Chicago
4072752,en,NA,"North America",US,"United States",AL,Alabama,,,Linden,698,America/Chicago
4072767,en,NA,"North America",US,"United States",AL,Alabama,,,Lincoln,630,America/Chicago
4072814,en,NA,"North America",US,"United States",AL,Alabama,,,Lineville,630,America/Chicago
4073383,en,NA,"North America",US,"United States",AL,Alabama,,,Livingston,711,America/Chicago
4073413,en,NA,"North America",US,"United States",AL,Alabama,,,Loachapoka,522,America/Chicago
4073504,en,NA,"North America",US,"United States",AL,Alabama,,,"Locust Fork",630,America/Chicago
4073526,en,NA,"North America",US,"United States",AL,Alabama,,,Logan,630,America/Chicago
4073771,en,NA,"North America",US,"United States",AL,Alabama,,,Louisville,698,America/Chicago
4073889,en,NA,"North America",US,"United States",AL,Alabama,,,Lowndesboro,698,America/Chicago
4073897,en,NA,"North America",US,"United States",AL,Alabama,,,Loxley,686,America/Chicago
4073985,en,NA,"North America",US,"United States",AL,Alabama,,,Luverne,698,America/Chicago
4074013,en,NA,"North America",US,"United States",AL,Alabama,,,Lynn,630,America/Chicago
4074267,en,NA,"North America",US,"United States",AL,Alabama,,,Madison,691,America/Chicago
4074318,en,NA,"North America",US,"United States",AL,Alabama,,,Magnolia,698,America/Chicago
4074363,en,NA,"North America",US,"United States",AL,Alabama,,,"Magnolia Springs",686,America/Chicago
4074544,en,NA,"North America",US,"United States",AL,Alabama,,,Maplesville,630,America/Chicago
4074568,en,NA,"North America",US,"United States",AL,Alabama,,,Marbury,698,America/Chicago
4074599,en,NA,"North America",US,"United States",AL,Alabama,,,Margaret,630,America/Chicago
4074650,en,NA,"North America",US,"United States",AL,Alabama,,,"Marion Junction",698,America/Chicago
4074673,en,NA,"North America",US,"United States",AL,Alabama,,,Marion,698,America/Chicago
4074991,en,NA,"North America",US,"United States",AL,Alabama,,,Matthews,698,America/Chicago
4075096,en,NA,"North America",US,"United States",AL,Alabama,,,Maylene,630,America/Chicago
4075197,en,NA,"North America",US,"United States",AL,Alabama,,,McCalla,630,America/Chicago
4075854,en,NA,"North America",US,"United States",AL,Alabama,,,Meridianville,691,America/Chicago
4075984,en,NA,"North America",US,"United States",AL,Alabama,,,"Midland City",606,America/Chicago
4075989,en,NA,"North America",US,"United States",AL,Alabama,,,Midway,522,America/Chicago
4076239,en,NA,"North America",US,"United States",AL,Alabama,,,Millbrook,698,America/Chicago
4076358,en,NA,"North America",US,"United States",AL,Alabama,,,Millport,673,America/Chicago
4076361,en,NA,"North America",US,"United States",AL,Alabama,,,Millry,686,America/Chicago
4076598,en,NA,"North America",US,"United States",AL,Alabama,,,Mobile,686,America/Chicago
4076725,en,NA,"North America",US,"United States",AL,Alabama,,,Monroeville,686,America/Chicago
4076771,en,NA,"North America",US,"United States",AL,Alabama,,,Montevallo,630,America/Chicago
4076784,en,NA,"North America",US,"United States",AL,Alabama,,,Montgomery,698,America/Chicago
4076836,en,NA,"North America",US,"United States",AL,Alabama,,,Montrose,686,America/Chicago
4076842,en,NA,"North America",US,"United States",AL,Alabama,,,Moody,630,America/Chicago
4077143,en,NA,"North America",US,"United States",AL,Alabama,,,Morris,630,America/Chicago
4077329,en,NA,"North America",US,"United States",AL,Alabama,,,Moulton,691,America/Chicago
4077349,en,NA,"North America",US,"United States",AL,Alabama,,,Moundville,630,America/Chicago
4077673,en,NA,"North America",US,"United States",AL,Alabama,,,"Mount Hope",691,America/Chicago
4077867,en,NA,"North America",US,"United States",AL,Alabama,,,"Mount Olive",630,America/Chicago
4078348,en,NA,"North America",US,"United States",AL,Alabama,,,"Mount Vernon",686,America/Chicago
4078859,en,NA,"North America",US,"United States",AL,Alabama,,,Mulga,630,America/Chicago
4078898,en,NA,"North America",US,"United States",AL,Alabama,,,Munford,630,America/Chicago
4078964,en,NA,"North America",US,"United States",AL,Alabama,,,"Muscle Shoals",691,America/Chicago
4079142,en,NA,"North America",US,"United States",AL,Alabama,,,"Natural Bridge",630,America/Chicago
4079154,en,NA,"North America",US,"United States",AL,Alabama,,,Nauvoo,630,America/Chicago
4079234,en,NA,"North America",US,"United States",AL,Alabama,,,Needham,711,America/Chicago
4079423,en,NA,"North America",US,"United States",AL,Alabama,,,"New Brockton",606,America/Chicago
4079630,en,NA,"North America",US,"United States",AL,Alabama,,,"New Hope",691,America/Chicago
4079916,en,NA,"North America",US,"United States",AL,Alabama,,,"New Market",691,America/Chicago
4080193,en,NA,"North America",US,"United States",AL,Alabama,,,Newton,606,America/Chicago
4080208,en,NA,"North America",US,"United States",AL,Alabama,,,Newville,606,America/Chicago
4080352,en,NA,"North America",US,"United States",AL,Alabama,,,Normal,691,America/Chicago
4080555,en,NA,"North America",US,"United States",AL,Alabama,,,Northport,630,America/Chicago
4080646,en,NA,"North America",US,"United States",AL,Alabama,,,Notasulga,698,America/Chicago
4081082,en,NA,"North America",US,"United States",AL,Alabama,,,Oakman,630,America/Chicago
4081166,en,NA,"North America",US,"United States",AL,Alabama,,,Odenville,630,America/Chicago
4081197,en,NA,"North America",US,"United States",AL,Alabama,,,Ohatchee,630,America/Chicago
4081644,en,NA,"North America",US,"United States",AL,Alabama,,,Opelika,522,America/Chicago
4081671,en,NA,"North America",US,"United States",AL,Alabama,,,Oneonta,630,America/Chicago
4081683,en,NA,"North America",US,"United States",AL,Alabama,,,Opp,698,America/Chicago
4081696,en,NA,"North America",US,"United States",AL,Alabama,,,"Orange Beach",686,America/Chicago
4081740,en,NA,"North America",US,"United States",AL,Alabama,,,Orrville,698,America/Chicago
4081904,en,NA,"North America",US,"United States",AL,Alabama,,,"Owens Cross Roads",691,America/Chicago
4081914,en,NA,"North America",US,"United States",AL,Alabama,,,Oxford,630,America/Chicago
4081936,en,NA,"North America",US,"United States",AL,Alabama,,,Ozark,606,America/Chicago
4082014,en,NA,"North America",US,"United States",AL,Alabama,,,Palmerdale,630,America/Chicago
4082055,en,NA,"North America",US,"United States",AL,Alabama,,,Pansey,606,America/Chicago
4082250,en,NA,"North America",US,"United States",AL,Alabama,,,Parrish,630,America/Chicago
4082569,en,NA,"North America",US,"United States",AL,Alabama,,,Pelham,630,America/Chicago
4082589,en,NA,"North America",US,"United States",AL,Alabama,,,"Pell City",630,America/Chicago
4082686,en,NA,"North America",US,"United States",AL,Alabama,,,Perdido,686,America/Chicago
4082804,en,NA,"North America",US,"United States",AL,Alabama,,,Peterman,686,America/Chicago
4082866,en,NA,"North America",US,"United States",AL,Alabama,,,"Phenix City",522,America/New_York
4082869,en,NA,"North America",US,"United States",AL,Alabama,,,"Phil Campbell",630,America/Chicago
4083004,en,NA,"North America",US,"United States",AL,Alabama,,,Piedmont,630,America/Chicago
4083073,en,NA,"North America",US,"United States",AL,Alabama,,,"Pike Road",698,America/Chicago
4083370,en,NA,"North America",US,"United States",AL,Alabama,,,"Pine Hill",698,America/Chicago
